emp_no,first_name,last_name,birth_date,from_date,to_date,title
17113,Ymte,Fujisawa,1964-07-21,1996-08-14,9999-01-01,Senior Engineer
17121,Thanasis,Lorys,1964-02-17,1988-01-18,9999-01-01,Senior Engineer
17149,Leen,Griswold,1964-12-12,1996-09-03,9999-01-01,Senior Staff
17164,Pranjal,Birta,1964-05-30,1988-12-17,9999-01-01,Senior Engineer
17177,Garnet,Highland,1964-01-30,1987-10-08,9999-01-01,Senior Engineer
17206,Berry,DeMori,1965-01-02,1992-12-27,9999-01-01,Senior Engineer
17238,Achilleas,Schach,1964-08-12,1985-07-07,9999-01-01,Senior Staff
17249,Zhiwei,Horswill,1964-08-29,1990-07-06,9999-01-01,Senior Staff
17273,Aiichiro,Verhaegen,1964-03-05,1985-07-06,9999-01-01,Senior Engineer
17286,Arunachalam,Ermel,1964-08-08,1989-07-07,9999-01-01,Senior Engineer
17310,Florian,Stemann,1964-06-19,1996-09-26,9999-01-01,Senior Engineer
17332,Valery,Grospietsch,1964-01-09,1985-03-02,9999-01-01,Senior Staff
17367,Tooru,Parfitt,1964-09-18,1992-01-23,9999-01-01,Senior Staff
17369,Yaghout,Kenevan,1965-01-31,2000-09-15,9999-01-01,Senior Engineer
17376,Moheb,Fadgyas,1964-10-13,1988-01-12,9999-01-01,Senior Engineer
17404,Martijn,Penttonen,1964-04-05,1989-02-23,9999-01-01,Technique Leader
17420,Jinpo,Stamatiou,1964-05-22,1988-10-13,9999-01-01,Senior Staff
17433,Flemming,Wegerle,1964-05-21,1985-09-29,9999-01-01,Technique Leader
17469,Chiradeep,Khamsi,1964-12-19,1991-10-18,9999-01-01,Senior Staff
17473,Constantine,Ravishankar,1964-05-05,1991-10-02,9999-01-01,Senior Staff
17475,Mingdong,Callaway,1964-04-29,1987-02-28,9999-01-01,Senior Engineer
17530,Martina,Granlund,1964-10-11,1986-11-04,9999-01-01,Senior Engineer
17533,Xuejia,Perin,1964-11-25,2000-02-05,9999-01-01,Technique Leader
17535,Eishiro,Rouquie,1964-05-09,1985-09-28,9999-01-01,Senior Engineer
17537,Jaewoo,Rosay,1964-08-02,1988-02-26,9999-01-01,Senior Engineer
17572,Bingning,Alpay,1964-07-18,1988-10-04,9999-01-01,Senior Engineer
17575,Gor,Duclos,1964-03-04,1988-11-11,9999-01-01,Senior Engineer
17578,Janche,Molenkamp,1964-09-04,1994-09-13,9999-01-01,Senior Engineer
17602,Jouni,Kusakari,1964-05-12,1993-02-19,9999-01-01,Senior Staff
17624,Isamu,Emiris,1964-08-03,1998-08-20,9999-01-01,Senior Staff
17641,Jaber,Parhami,1964-12-13,1987-05-17,9999-01-01,Senior Staff
17654,Syozo,Hanratty,1964-11-14,1997-11-12,9999-01-01,Technique Leader
17700,Adam,McAlpine,1964-03-28,1992-11-23,9999-01-01,Senior Engineer
17724,Zhiguo,Luks,1964-04-29,1986-04-18,9999-01-01,Senior Engineer
17734,Fox,Matzov,1964-05-24,1995-12-12,9999-01-01,Senior Engineer
17766,Irene,Oxenboll,1964-11-23,1996-11-04,9999-01-01,Senior Engineer
17773,Joydip,Hebden,1964-12-13,1995-05-26,9999-01-01,Senior Staff
17781,Amstein,Birke,1964-02-10,1994-12-20,9999-01-01,Senior Staff
17795,Houman,Solares,1964-05-18,1992-11-23,9999-01-01,Senior Engineer
17831,Boaz,Peha,1964-09-08,1996-06-24,9999-01-01,Senior Engineer
17865,Djenana,Syrotiuk,1964-05-24,1992-10-13,9999-01-01,Senior Engineer
17876,Perla,Schueller,1964-09-18,1994-08-14,9999-01-01,Senior Staff
17905,Wuxu,Vilarrasa,1964-12-19,1985-02-11,9999-01-01,Senior Engineer
17924,Mikhail,Mitchem,1964-06-27,1995-05-10,9999-01-01,Senior Staff
17929,Nigel,Cusworth,1964-10-26,1991-01-11,9999-01-01,Senior Staff
17933,Morris,Schnabel,1964-01-21,1993-09-29,9999-01-01,Senior Engineer
17954,Zhigen,Spelt,1964-05-06,1985-05-05,9999-01-01,Senior Staff
17965,Abdelwaheb,Thummel,1964-07-26,1999-01-17,9999-01-01,Senior Staff
17970,Filipp,Carrere,1965-01-06,1989-01-09,9999-01-01,Technique Leader
17988,Mabhin,Calkin,1965-01-31,1989-11-30,9999-01-01,Senior Engineer
18021,Adil,Matzke,1965-01-07,1987-05-08,9999-01-01,Senior Engineer
18026,Vesna,Backhouse,1964-11-25,1993-04-18,9999-01-01,Senior Staff
18039,Danco,Rubsam,1964-03-03,1988-05-31,9999-01-01,Technique Leader
18048,Sigeru,Matzke,1964-03-22,1991-12-04,9999-01-01,Senior Staff
18052,Hongzue,Samarati,1964-10-09,1994-04-09,9999-01-01,Senior Engineer
18107,Augustine,Mondadori,1964-03-29,1998-06-13,9999-01-01,Senior Engineer
18147,Mahmut,Bierbaum,1964-11-06,1985-08-07,9999-01-01,Senior Staff
18168,Shugo,Stassinopoulos,1964-08-09,2001-08-26,9999-01-01,Technique Leader
18179,Owen,Heijenga,1964-11-26,1993-05-24,9999-01-01,Senior Staff
18188,Jagoda,Joslin,1964-07-29,1999-04-05,9999-01-01,Senior Engineer
18192,KayLiang,Bazelow,1964-04-20,1987-01-31,9999-01-01,Senior Engineer
18197,Lihong,Luks,1964-11-30,1994-03-03,9999-01-01,Senior Staff
18227,Shugo,Dulay,1964-12-06,1985-07-28,9999-01-01,Senior Staff
18229,Huan,Baranowski,1964-02-28,1993-10-05,9999-01-01,Senior Staff
18257,Conrado,Serra,1964-10-24,1993-02-19,9999-01-01,Senior Staff
18258,Matt,Hiroyama,1964-02-28,1992-03-20,9999-01-01,Senior Staff
18307,Barton,Stentiford,1964-08-24,1992-09-30,9999-01-01,Senior Engineer
18380,Fumino,Whittlesey,1964-04-16,1994-09-08,9999-01-01,Senior Engineer
18411,Yolla,Nooteboom,1964-05-17,1998-11-02,9999-01-01,Senior Staff
18424,Filipp,Rousseau,1965-01-19,1995-06-07,9999-01-01,Senior Engineer
18437,Jianwen,Gaughan,1964-01-11,1987-01-04,9999-01-01,Senior Staff
18534,Valeska,Unno,1964-02-29,1986-11-08,9999-01-01,Senior Engineer
18588,Temple,Narahara,1964-05-07,1986-07-02,9999-01-01,Senior Staff
18597,Jayesh,Nergos,1964-07-23,1989-05-30,9999-01-01,Senior Staff
18603,Xuejia,Rosiles,1964-03-20,1992-04-07,9999-01-01,Senior Staff
18617,Surveyors,Crouzet,1965-01-21,1989-04-24,9999-01-01,Senior Staff
18625,Tuval,Brodie,1964-11-05,1989-10-12,9999-01-01,Senior Engineer
18626,Mountaz,Janocha,1964-05-06,1993-06-01,9999-01-01,Senior Engineer
18736,Kish,Sichman,1964-12-08,1987-12-15,9999-01-01,Senior Engineer
18746,Troy,Zlotek,1964-08-17,1994-12-09,9999-01-01,Senior Engineer
18758,Randy,Dratva,1964-12-05,1988-11-15,9999-01-01,Senior Engineer
18776,Alper,Desikan,1964-09-27,1995-01-28,9999-01-01,Senior Staff
18777,Adam,Rahier,1964-09-09,1985-08-20,9999-01-01,Senior Staff
18803,Tomokazu,Marchesini,1964-03-22,1987-11-24,9999-01-01,Senior Staff
18810,Taiji,Jarecki,1965-01-09,1991-06-27,9999-01-01,Senior Engineer
18822,Xiaoshan,Samarati,1964-09-12,1995-12-12,9999-01-01,Senior Engineer
18824,Divier,Osgood,1964-08-25,1986-06-24,9999-01-01,Senior Staff
18831,Mostafa,Garigliano,1964-02-26,1991-08-13,9999-01-01,Senior Engineer
18862,Ramalingam,Antonakopoulos,1964-02-24,1997-11-08,9999-01-01,Senior Staff
18869,Aamod,Debuse,1964-03-24,1991-07-11,9999-01-01,Senior Staff
18911,Ortrud,Pena,1964-04-14,1989-07-03,9999-01-01,Senior Engineer
18914,Dharmaraja,Lupu,1964-02-20,1991-11-16,9999-01-01,Senior Engineer
18950,Percy,Sessa,1964-11-19,1992-08-04,9999-01-01,Senior Staff
18952,Tonny,Cooman,1964-12-26,1991-04-06,9999-01-01,Senior Engineer
18956,Muzhong,Zizka,1964-08-02,1990-01-18,9999-01-01,Senior Staff
18988,Berry,Reeken,1964-11-28,1996-07-02,9999-01-01,Senior Staff
19002,Munehiko,Hoppenstand,1964-01-14,1988-09-14,9999-01-01,Senior Staff
19016,Adam,Hiraishi,1964-10-08,1998-02-13,9999-01-01,Senior Engineer
19017,Sibyl,Ducloy,1964-04-28,1993-02-21,9999-01-01,Senior Staff
19045,Gio,Zaccaria,1964-05-19,2000-12-07,9999-01-01,Senior Engineer
19077,Jouni,Kaelbling,1964-12-06,1994-05-06,9999-01-01,Senior Engineer
19112,Caolyn,Jeansoulin,1964-05-12,1991-07-11,9999-01-01,Senior Staff
19128,Roddy,Schwartzburd,1964-06-17,1987-08-28,9999-01-01,Senior Staff
19156,Fumitaka,Mullainathan,1964-10-31,1991-06-08,9999-01-01,Senior Engineer
19178,Jaideep,Chinal,1964-01-05,1986-04-30,9999-01-01,Senior Staff
19203,Ipke,Zlotek,1964-04-07,1990-02-20,9999-01-01,Senior Engineer
19210,Huican,Mondadori,1964-09-02,1995-11-25,9999-01-01,Senior Staff
19236,Elzbieta,Morris,1965-01-24,1988-07-12,9999-01-01,Senior Engineer
19238,Sarita,Birge,1964-06-06,1989-08-14,9999-01-01,Senior Staff
19241,Vojin,Vernadat,1964-07-15,1989-05-15,9999-01-01,Senior Engineer
19262,Hausi,Genin,1964-06-15,1992-09-01,9999-01-01,Senior Engineer
19264,Srinidhi,Collavizza,1964-11-14,1993-04-29,9999-01-01,Senior Engineer
19350,Satoru,Yoshizawa,1965-01-19,1994-03-27,9999-01-01,Senior Staff
19355,Akeno,Zeleznik,1964-08-09,1986-08-01,9999-01-01,Senior Engineer
19362,Eirik,Lorho,1964-12-14,1993-11-30,9999-01-01,Senior Staff
19385,Christ,DuBourdieux,1964-09-27,1997-03-20,9999-01-01,Senior Staff
19398,Luisa,Randi,1964-03-06,1987-08-13,9999-01-01,Senior Engineer
19409,Shietung,Azumi,1964-01-17,1991-05-16,9999-01-01,Senior Engineer
19440,Gill,Peha,1964-03-26,1991-04-01,9999-01-01,Senior Engineer
19457,Fusako,Ozeki,1964-08-10,1991-05-30,9999-01-01,Senior Staff
19460,Christfried,Rahier,1964-03-03,1985-07-30,9999-01-01,Senior Staff
19462,Kerhong,Luff,1964-10-17,1993-09-09,9999-01-01,Technique Leader
19484,Hitomi,Cyne,1964-09-01,1997-10-05,9999-01-01,Senior Staff
19492,Kwun,Hutton,1964-01-29,1989-12-23,9999-01-01,Senior Staff
19494,Theirry,Farrar,1964-08-08,1987-01-10,9999-01-01,Senior Engineer
19500,Shaowen,Plessier,1964-04-29,1987-05-13,9999-01-01,Senior Staff
19527,Ulf,Chvatal,1964-09-10,1996-08-12,9999-01-01,Senior Engineer
19554,Sungwon,Viele,1964-06-24,1994-01-09,9999-01-01,Senior Engineer
19560,Premsyl,Byoun,1964-05-18,1989-04-10,9999-01-01,Senior Engineer
19645,Mokhtar,Decaestecker,1964-02-09,1987-12-02,9999-01-01,Senior Staff
19646,Ingemar,Rosenbaum,1964-04-28,1993-07-17,9999-01-01,Senior Engineer
19647,Zeydy,Melichar,1964-03-09,1993-09-13,9999-01-01,Senior Staff
19656,Patricia,Lundstrom,1964-02-16,1994-01-07,9999-01-01,Technique Leader
19686,Falguni,Terekhov,1964-01-28,1994-07-30,9999-01-01,Senior Engineer
19711,Leucio,Picco,1964-10-24,1991-07-02,9999-01-01,Senior Staff
19739,Stein,Zeidenstein,1964-02-01,1987-08-11,9999-01-01,Senior Engineer
19797,Kristen,Merro,1964-12-15,1997-05-01,9999-01-01,Senior Staff
19803,Ziva,Kowalchuk,1965-01-30,1987-06-13,9999-01-01,Senior Engineer
19879,Pascal,Barvinok,1964-10-22,1991-07-11,9999-01-01,Senior Staff
19891,Rildo,Matzke,1964-04-24,1987-09-23,9999-01-01,Senior Engineer
19992,Elrique,Pusterhofer,1964-08-17,1987-10-07,9999-01-01,Senior Engineer
20007,Deborah,Setia,1964-06-21,1991-06-11,9999-01-01,Senior Engineer
20046,Eldridge,Yoshimura,1964-08-05,1990-08-31,9999-01-01,Senior Engineer
20088,Hugh,Panienski,1964-03-29,1996-01-10,9999-01-01,Senior Staff
20094,Abdelwaheb,Chepyzhov,1964-04-21,1994-07-05,9999-01-01,Senior Staff
20100,Utz,Heuter,1965-01-18,1986-06-15,9999-01-01,Senior Staff
20128,Kazunori,Peak,1965-01-23,1999-08-13,9999-01-01,Senior Staff
20129,Rafael,Skafidas,1965-01-10,1991-03-28,9999-01-01,Senior Engineer
20262,Suzette,Ecklund,1964-09-13,1992-03-03,9999-01-01,Senior Engineer
20263,Yunming,Ranon,1964-07-09,1991-05-31,9999-01-01,Senior Engineer
20309,Bouchung,Peng,1964-12-21,1995-01-25,9999-01-01,Senior Engineer
20323,Yifei,Wursthorn,1964-08-16,1985-09-19,9999-01-01,Senior Engineer
20359,Xiaoqiu,Litzler,1964-01-01,1997-05-12,9999-01-01,Technique Leader
20390,Bogdan,Meszaros,1964-06-07,1992-07-18,9999-01-01,Senior Engineer
20420,Along,Alpin,1964-12-25,1990-03-15,9999-01-01,Senior Engineer
20469,Christophe,Srimani,1964-03-25,1993-02-28,9999-01-01,Senior Staff
20491,Bangqing,Zeilberger,1964-01-31,1993-06-09,9999-01-01,Technique Leader
20500,Christoph,Trystram,1965-01-30,1993-10-15,9999-01-01,Senior Staff
20503,Mabhin,Thimonier,1964-07-22,1989-03-16,9999-01-01,Senior Engineer
20505,Shin,Zwicker,1964-02-13,1996-07-29,9999-01-01,Senior Engineer
20518,Ortrun,Oaver,1964-10-23,1997-03-17,9999-01-01,Senior Engineer
20526,Shuky,Yavatkar,1964-10-03,1999-03-14,9999-01-01,Senior Engineer
20527,Gina,Birrer,1964-01-21,1990-07-11,9999-01-01,Senior Staff
20543,Zhonghui,Cronau,1964-08-04,1993-04-27,9999-01-01,Senior Staff
20646,Djenana,Jording,1964-03-25,1995-02-05,9999-01-01,Senior Staff
20687,Augustine,Angelov,1964-04-29,1990-02-26,9999-01-01,Senior Engineer
20700,Mayuko,Krohm,1964-04-14,1995-03-06,9999-01-01,Senior Engineer
20702,Sanjit,Lovengreen,1964-10-27,1986-01-11,9999-01-01,Senior Engineer
20722,Leandro,Anandan,1964-11-04,1997-07-19,9999-01-01,Senior Staff
20734,Fayez,Rosaz,1964-02-19,1987-01-17,9999-01-01,Senior Staff
20740,Niteen,Jeansoulin,1964-01-18,1989-05-30,9999-01-01,Senior Engineer
20753,Lalit,Lemarechal,1964-04-06,1986-10-15,9999-01-01,Senior Staff
20754,Tadanori,Ossenbruggen,1964-06-06,1996-03-04,9999-01-01,Senior Engineer
20769,Girolamo,Oaver,1964-05-09,1996-06-06,9999-01-01,Senior Staff
20773,Takahiro,Miyakawa,1964-06-02,1989-12-13,9999-01-01,Senior Staff
20803,Martine,Baba,1964-12-25,1990-01-06,9999-01-01,Technique Leader
20810,Lillian,Androutsos,1964-06-01,1994-10-17,9999-01-01,Senior Staff
20859,Youngkon,Koshino,1964-09-06,1998-05-01,9999-01-01,Senior Engineer
20885,Otmar,Rothenberg,1965-01-21,1989-03-14,9999-01-01,Senior Engineer
20891,Zdislav,Begiun,1964-01-31,1988-06-05,9999-01-01,Senior Staff
20939,Jamaludin,Demizu,1964-11-12,1991-06-23,9999-01-01,Senior Engineer
20946,Bilhanan,Thisen,1964-11-20,1992-05-06,9999-01-01,Senior Staff
20954,Dipankar,Kolinko,1964-08-21,1992-04-19,9999-01-01,Senior Staff
20973,Kiyotoshi,Kitai,1964-06-22,1986-01-20,9999-01-01,Senior Engineer
20984,Boutros,Iivonen,1964-08-07,1998-07-17,9999-01-01,Senior Staff
20996,Adin,Chelton,1964-11-04,1987-07-02,9999-01-01,Senior Staff
21028,Hugo,Jansch,1964-12-23,1996-06-11,9999-01-01,Senior Staff
21035,Parviz,Conia,1964-07-15,1991-12-26,9999-01-01,Senior Engineer
21040,Gunilla,Borovoy,1964-08-03,1999-10-20,9999-01-01,Senior Staff
21060,Leah,Serra,1964-04-04,1987-04-29,9999-01-01,Senior Staff
21085,Sanjay,Itzigehl,1964-10-06,1992-08-25,9999-01-01,Senior Staff
21088,Ugo,Gopalakrishnan,1964-01-31,1988-03-24,9999-01-01,Senior Engineer
21097,Kazuhito,Morrin,1964-01-01,1995-10-16,9999-01-01,Senior Engineer
21104,Przemyslawa,Schaap,1964-02-06,1992-02-10,9999-01-01,Senior Engineer
21115,Fei,Luca,1964-07-15,1986-10-04,9999-01-01,Senior Staff
21128,Pranay,Giarratana,1964-09-17,1989-11-01,9999-01-01,Senior Staff
21142,Masako,Rusmann,1964-05-23,1986-07-08,9999-01-01,Senior Engineer
21222,Akemi,Denis,1964-04-08,1986-12-25,9999-01-01,Senior Staff
21244,Hitomi,Leivant,1964-07-12,1992-02-16,9999-01-01,Senior Staff
21271,Yongmao,Keirsey,1964-09-20,1996-02-22,9999-01-01,Senior Engineer
21286,Uri,Birta,1964-03-06,1988-09-22,9999-01-01,Senior Engineer
21300,Yuuichi,Rijckaert,1964-04-03,1985-12-06,9999-01-01,Senior Engineer
21333,Naftali,Strooper,1964-10-10,1989-04-19,9999-01-01,Senior Engineer
21349,Sajjad,Piazza,1964-03-25,1986-04-08,9999-01-01,Senior Engineer
21377,Doowon,Pokrovskii,1964-02-18,1985-12-03,9999-01-01,Senior Engineer
21382,Shuji,Asrin,1964-10-27,2000-04-19,9999-01-01,Senior Engineer
21383,Sandeepan,Luce,1964-02-05,1997-06-23,9999-01-01,Senior Staff
21385,Mikhail,Shiratori,1964-08-10,1986-04-17,9999-01-01,Senior Staff
21428,Shaunak,Swist,1964-10-11,1993-11-02,9999-01-01,Senior Staff
21433,Chenxi,Ibel,1964-04-06,1987-08-16,9999-01-01,Senior Staff
21490,Abdelkader,Krohm,1964-03-17,1994-07-16,9999-01-01,Senior Engineer
21506,Gudjon,Felder,1964-06-21,1990-09-07,9999-01-01,Senior Staff
21526,Kazuhide,Alencar,1964-01-30,1999-11-12,9999-01-01,Senior Engineer
21531,Reinhard,Peac,1964-04-08,1998-08-21,9999-01-01,Technique Leader
21539,Hein,Zlotek,1964-11-03,1994-01-31,9999-01-01,Senior Engineer
21546,Yongmin,Lanteri,1965-01-01,2002-03-19,9999-01-01,Senior Staff
21571,Mani,Birsak,1964-05-09,1985-09-17,9999-01-01,Senior Staff
21592,Supot,Kading,1964-11-30,1990-06-15,9999-01-01,Senior Staff
21598,Yunming,Vernadat,1964-06-03,1994-12-22,9999-01-01,Senior Staff
21602,Marko,Velardi,1964-10-30,1986-05-21,9999-01-01,Senior Staff
21628,Reinhold,Asrin,1964-03-10,1996-02-21,9999-01-01,Senior Engineer
21635,Marla,Negoita,1964-04-25,1991-09-17,9999-01-01,Senior Staff
21637,Yefim,Luby,1964-04-28,2000-01-14,9999-01-01,Senior Staff
21645,Niteen,Perry,1964-11-11,1996-05-15,9999-01-01,Senior Engineer
21654,Jouko,Baig,1964-01-14,1994-01-23,9999-01-01,Senior Engineer
21695,Ulises,Furedi,1964-03-09,1992-06-29,9999-01-01,Senior Engineer
21717,Hairong,Bhattacharjee,1964-05-18,1986-10-05,9999-01-01,Senior Staff
21766,Babette,Wilfing,1964-05-17,1999-02-09,9999-01-01,Senior Engineer
21785,Kazunori,Avouris,1964-12-01,1986-10-08,9999-01-01,Technique Leader
21795,Mingsen,Penttonen,1964-07-08,1993-06-18,9999-01-01,Senior Staff
21836,Yuguang,Lund,1964-08-06,1991-08-15,9999-01-01,Senior Engineer
21838,Vitali,Verhoeff,1964-04-03,1993-03-29,9999-01-01,Senior Staff
21843,Karsten,Azadmanesh,1965-01-09,1985-11-29,9999-01-01,Senior Engineer
21865,Lillian,Stiles,1964-10-24,1991-07-02,9999-01-01,Senior Staff
21896,Ingmar,Leslie,1964-06-05,1991-12-09,9999-01-01,Senior Staff
21903,Haldun,Murtafg,1964-04-09,1987-05-09,9999-01-01,Senior Engineer
21909,Mohammed,Brizzi,1965-01-04,1991-12-28,9999-01-01,Senior Staff
21993,Eckart,Doering,1964-01-03,1992-06-07,9999-01-01,Senior Engineer
22031,Kazuhiko,Kornyak,1964-06-01,1989-10-08,9999-01-01,Senior Staff
22047,Xumin,Luce,1964-08-09,1986-11-14,9999-01-01,Technique Leader
22058,Karsten,Kenevan,1964-10-26,1985-04-15,9999-01-01,Senior Engineer
22061,Marla,Maraist,1964-01-07,1987-01-15,9999-01-01,Senior Engineer
22104,Marsja,Eiter,1964-08-15,1993-01-21,9999-01-01,Senior Engineer
22105,Leah,Aamodt,1964-12-10,1999-02-07,9999-01-01,Senior Engineer
22117,Yaghout,Baja,1964-05-14,1992-01-25,9999-01-01,Senior Staff
22118,Ramalingam,Ruther,1964-08-17,1988-04-07,9999-01-01,Senior Engineer
22141,Martial,Lenart,1964-09-28,1995-04-27,9999-01-01,Senior Staff
22142,Premal,Gewali,1964-03-12,1987-09-06,9999-01-01,Senior Staff
22144,Wanqing,Baar,1964-12-05,1993-03-30,9999-01-01,Senior Engineer
22152,Rosella,Pargaonkar,1964-11-04,1995-04-30,9999-01-01,Senior Engineer
22174,Morrie,Hofting,1964-04-25,1988-06-01,9999-01-01,Senior Engineer
22177,Arco,Merks,1964-04-23,1995-01-16,9999-01-01,Senior Engineer
22191,Udo,Fontan,1964-06-21,1989-09-03,9999-01-01,Senior Staff
22203,Xiahua,Rehfuss,1964-09-21,2001-09-29,9999-01-01,Senior Staff
22225,Heon,Harllee,1964-02-18,1995-11-30,9999-01-01,Senior Engineer
22232,Brigham,Akazan,1964-06-04,1991-09-04,9999-01-01,Senior Engineer
22256,Licheng,Itzfeldt,1964-07-23,1988-08-20,9999-01-01,Senior Staff
22389,Sverrir,Seuren,1964-07-29,1995-12-14,9999-01-01,Senior Engineer
22399,Utz,Cannata,1964-03-06,1986-08-25,9999-01-01,Senior Engineer
22415,Perla,Jumpertz,1965-01-20,1994-08-24,9999-01-01,Senior Staff
22451,Jasminko,Bresenham,1965-01-27,1994-01-19,9999-01-01,Senior Staff
22455,Barry,Unno,1965-01-06,1990-11-16,9999-01-01,Senior Staff
22457,Changho,Fritzsche,1964-02-05,1985-02-27,9999-01-01,Senior Staff
22472,Yuguang,Pfau,1964-01-02,1988-03-10,9999-01-01,Senior Staff
22495,Mitsuyuki,Garrabrants,1964-10-25,1985-07-18,9999-01-01,Senior Staff
22501,Surveyors,Barriga,1964-12-21,1992-11-19,9999-01-01,Senior Staff
22552,Howell,Showalter,1964-12-09,1993-07-08,9999-01-01,Senior Staff
22573,Suzette,Baby,1964-06-24,1988-08-01,9999-01-01,Senior Engineer
22575,Takahiro,Ciolek,1964-05-02,2001-06-22,9999-01-01,Senior Engineer
22621,Kazuhiro,Biron,1964-06-24,1992-07-13,9999-01-01,Senior Engineer
22665,Arra,Rabejac,1964-12-10,1988-11-21,9999-01-01,Senior Engineer
22671,Panayotis,Aloia,1964-08-28,1992-09-29,9999-01-01,Senior Engineer
22694,Shuky,Nastansky,1964-02-27,2000-01-21,9999-01-01,Senior Engineer
22708,Xudong,Piveteau,1964-04-29,1990-05-15,9999-01-01,Senior Staff
22717,Leif,Anger,1964-06-08,1990-07-08,9999-01-01,Senior Staff
22738,Selwyn,Kirkerud,1964-06-13,1988-12-30,9999-01-01,Senior Staff
22746,Kwee,Sullins,1964-09-20,1992-11-25,9999-01-01,Senior Staff
22759,Sedat,Ghandeharizadeh,1964-01-09,1997-05-31,9999-01-01,Senior Staff
22782,Toshimitsu,Luca,1964-08-14,1989-07-09,9999-01-01,Senior Engineer
22808,Xuejia,Hitomi,1964-03-05,1999-03-18,9999-01-01,Senior Staff
22864,Ashish,Farrag,1964-05-12,1995-09-18,9999-01-01,Senior Engineer
22874,Aimee,Thummel,1964-06-13,1990-05-28,9999-01-01,Senior Engineer
22891,Shichao,Pero,1964-04-15,1992-03-31,9999-01-01,Senior Staff
22898,Masaki,Siprelle,1964-02-25,1989-10-29,9999-01-01,Senior Staff
22912,Ger,Pepe,1964-07-26,1986-08-05,9999-01-01,Senior Engineer
22913,Vincent,Attimonelli,1964-02-29,1993-08-25,9999-01-01,Senior Staff
22926,Manibrata,Genther,1965-01-01,1988-01-15,9999-01-01,Senior Engineer
22964,Tetsushi,Cappello,1964-07-27,1987-10-13,9999-01-01,Senior Engineer
23044,Pintsang,Honglei,1964-05-27,2001-07-23,9999-01-01,Senior Engineer
23045,Xiaocheng,Aingworth,1964-01-27,1998-02-04,9999-01-01,Senior Engineer
23058,Lene,Ishibashi,1964-10-12,1989-02-21,9999-01-01,Senior Engineer
23071,Bodo,Azumi,1964-08-07,1990-10-13,9999-01-01,Senior Staff
23103,Golgen,Panienski,1964-06-16,1995-04-26,9999-01-01,Senior Engineer
23111,Breannda,Prampolini,1964-06-08,1987-04-25,9999-01-01,Senior Engineer
23152,Ingemar,Garnick,1964-06-22,1987-02-10,9999-01-01,Senior Staff
23190,Bikash,Chleq,1964-12-19,1987-08-21,9999-01-01,Senior Staff
23209,Ortrud,Schwaller,1964-03-12,1988-10-10,9999-01-01,Senior Staff
23218,Jianhua,Spieker,1964-10-27,1988-08-20,9999-01-01,Senior Engineer
23227,Sanjit,Preusig,1964-04-03,1987-06-20,9999-01-01,Senior Staff
23233,Jixiang,Lenart,1964-10-31,1993-11-22,9999-01-01,Senior Engineer
23241,Leen,Kroll,1964-08-26,1987-05-23,9999-01-01,Senior Engineer
23255,Mototsugu,Zolotykh,1964-10-07,1986-10-30,9999-01-01,Senior Engineer
23262,Kristin,Tomescu,1964-04-06,1997-11-24,9999-01-01,Senior Staff
23286,Temple,Marsiglia,1964-08-08,1986-02-14,9999-01-01,Senior Staff
23349,Zorica,Thiria,1964-02-06,1988-05-15,9999-01-01,Senior Engineer
23381,Pragnesh,Bernardeschi,1964-08-20,1995-10-13,9999-01-01,Senior Staff
23396,Hilari,Fairtlough,1965-01-02,1986-12-15,9999-01-01,Technique Leader
23410,Shao,Brattka,1964-05-23,1999-11-27,9999-01-01,Senior Engineer
23440,Sadun,Hanratty,1964-09-28,2000-06-09,9999-01-01,Technique Leader
23553,Nagui,Rodham,1964-05-25,1991-05-04,9999-01-01,Senior Engineer
23585,Tamiya,Back,1964-10-08,1988-10-29,9999-01-01,Senior Engineer
23596,Mabry,Docker,1964-11-20,1990-11-10,9999-01-01,Senior Engineer
23602,Yagil,Segond,1964-05-18,1998-01-16,9999-01-01,Technique Leader
23603,Sandeepan,Kohling,1964-10-04,1994-03-22,9999-01-01,Senior Staff
23608,Shahab,Schusler,1964-01-05,1986-12-08,9999-01-01,Senior Staff
23612,Otmar,Portugali,1964-08-26,1985-07-08,9999-01-01,Senior Engineer
23617,Ramachenga,Itzfeldt,1964-09-30,1994-02-24,9999-01-01,Senior Staff
23638,Flemming,Dymetman,1964-12-11,1994-01-18,9999-01-01,Senior Staff
23641,Rosalyn,Poulakidas,1964-06-04,1993-05-24,9999-01-01,Senior Engineer
23651,Uta,Nishimukai,1964-10-25,1991-03-26,9999-01-01,Senior Engineer
23706,Bilhanan,Trystram,1964-05-09,1989-08-14,9999-01-01,Senior Engineer
23770,Holgard,Sidou,1964-02-10,1990-08-09,9999-01-01,Technique Leader
